model,n_estimators,max_depth,learning_rate,precision_score,recall_score,f1_score,roc_auc_score
GradietnBoostingDecisionTree,1400,5,0.0001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.9335839598997494
GradietnBoostingDecisionTree,1400,5,0.001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.93734335839599
GradietnBoostingDecisionTree,1400,5,0.01,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9172932330827068
GradietnBoostingDecisionTree,1400,5,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.924812030075188
GradietnBoostingDecisionTree,1600,3,0.0001,0.38095238095238093,0.7619047619047619,0.5079365079365079,0.924812030075188
GradietnBoostingDecisionTree,1600,3,0.001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.93734335839599
GradietnBoostingDecisionTree,1600,3,0.01,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9448621553884712
GradietnBoostingDecisionTree,1600,3,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9323308270676692
GradietnBoostingDecisionTree,1600,5,0.0001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.9335839598997494
GradietnBoostingDecisionTree,1600,5,0.001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.9348370927318296
GradietnBoostingDecisionTree,1600,5,0.01,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.912280701754386
GradietnBoostingDecisionTree,1600,5,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9298245614035088
GradietnBoostingDecisionTree,2000,3,0.0001,0.38095238095238093,0.7619047619047619,0.5079365079365079,0.924812030075188
GradietnBoostingDecisionTree,2000,3,0.001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.93734335839599
GradietnBoostingDecisionTree,2000,3,0.01,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.949874686716792
GradietnBoostingDecisionTree,2000,3,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.924812030075188
GradietnBoostingDecisionTree,2000,5,0.0001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.9335839598997494
GradietnBoostingDecisionTree,2000,5,0.001,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9323308270676692
GradietnBoostingDecisionTree,2000,5,0.01,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9047619047619048
GradietnBoostingDecisionTree,2000,5,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9298245614035088
GradietnBoostingDecisionTree,2200,3,0.0001,0.38095238095238093,0.7619047619047619,0.5079365079365079,0.924812030075188
GradietnBoostingDecisionTree,2200,3,0.001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.9348370927318296
GradietnBoostingDecisionTree,2200,3,0.01,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.9523809523809524
GradietnBoostingDecisionTree,2200,3,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.924812030075188
GradietnBoostingDecisionTree,2200,5,0.0001,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.9335839598997494
GradietnBoostingDecisionTree,2200,5,0.001,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9323308270676692
GradietnBoostingDecisionTree,2200,5,0.01,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9047619047619048
GradietnBoostingDecisionTree,2200,5,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9273182957393484
